0,1,2,3,4,5,6,7,8,9,10,11,12
Mominul Haque (BDESH),31,32,34,5,0,91.17,1,,v New Zealand,Dhaka,31-Oct-13,
Mushfiqur Rahim (BDESH),31,56,28,1,2,110.71,1,,v New Zealand,Dhaka,31-Oct-13,
Sohail Tanvir (PAK),31,67,38,6,0,81.57,2,,v South Africa,Abu Dhabi,06-Nov-13,
V Kohli (INDIA),31,41,35,5,0,88.57,2,,v South Africa,Johannesburg,05-Dec-13,
AD Mathews (SL),31,57,32,2,1,96.87,2,,v Pakistan,Sharjah,18-Dec-13,
J Charles (WI),31,79,45,4,0,68.88,1,,v New Zealand,Hamilton,08-Jan-14,
SK Raina (INDIA),31,59,39,3,0,79.48,2,,v New Zealand,Auckland,25-Jan-14,
MS Wade (AUS),31,58,46,2,0,67.39,1,,v England,Adelaide,26-Jan-14,
FRJ Coleman (SCOT),31,73,57,1,0,54.38,1,,v U.A.E.,Lincoln,01-Feb-14,
Noor Ali Zadran (AFG),31,53,35,6,0,88.57,1,,v India,Dhaka,05-Mar-14,
SMA Priyanjan (SL),31,-,44,4,0,70.45,1,,v Ireland,Dublin,06-May-14,
EJG Morgan (ENG),31,37,23,3,1,134.78,1,,v Scotland,Aberdeen,09-May-14,
Gulbadin Naib (AFG),31,46,41,3,0,75.6,1,,v Zimbabwe,Bulawayo,24-Jul-14,
SPD Smith (AUS),31,36,19,4,0,163.15,1,,v South Africa,Harare,27-Aug-14,
S Dhawan (INDIA),31,54,44,4,1,70.45,2,,v England,Leeds,05-Sep-14,
L Siaka (PNG),31,-,44,3,1,70.45,2,,v Hong Kong,Townsville,08-Nov-14,
AM Rahane (INDIA),31,-,47,5,0,65.95,2,,v Sri Lanka,Hyderabad (Deccan),09-Nov-14,
F du Plessis (SA),31,73,43,2,1,72.09,2,,v Australia,Perth,14-Nov-14,
Mominul Haque (BDESH),31,74,46,2,0,67.39,1,,v Zimbabwe,Chattogram,21-Nov-14,
MDKJ Perera (SL),31,61,41,3,0,75.6,2,,v England,Colombo (RPS),07-Dec-14,
LRPL Taylor (NZ),31,31,25,1,3,124,2,,v Pakistan,Sharjah,14-Dec-14,
PL Mommsen (SCOT),31,-,40,5,0,77.5,1,,v Afghanistan,Abu Dhabi,14-Jan-15,
D Ramdin (WI),31,62,32,2,0,96.87,2,,v South Africa,Durban,16-Jan-15,
DR Smith (WI),31,57,28,3,1,110.71,2,,v South Africa,Centurion,28-Jan-15,
BB McCullum (NZ),31,34,27,5,1,114.81,1,,v Pakistan,Napier,03-Feb-15,
BJ Haddin (AUS),31,23,14,5,0,221.42,1,,v England,Melbourne,14-Feb-15,
MW Machan (SCOT),31,46,28,4,0,110.71,1,,v Afghanistan,Dunedin,26-Feb-15,
RM Haq (SCOT),31,74,51,3,0,60.78,1,,v Afghanistan,Dunedin,26-Feb-15,
DR Smith (WI),31,51,34,4,1,91.17,2,,v South Africa,Sydney,27-Feb-15,
Shakib Al Hasan (BDESH),31,41,27,4,0,114.81,1,,v Pakistan,Dhaka,17-Apr-15,
Mushfiqur Rahim (BDESH),31,41,34,3,1,91.17,2,,v India,Dhaka,21-Jun-15,
Nasir Hossain (BDESH),31,59,44,3,1,70.45,1,,v South Africa,Dhaka,10-Jul-15,
RV Uthappa (INDIA),31,68,44,3,0,70.45,1,,v Zimbabwe,Harare,14-Jul-15,
AB de Villiers (SA),31,86,45,1,0,68.88,1,,v New Zealand,Potchefstroom,23-Aug-15,
JJ Roy (ENG),31,53,32,6,0,96.87,2,,v Australia,Lord's,05-Sep-15,
JM Bairstow (ENG),31,43,27,3,1,114.81,2,,v Australia,Leeds,11-Sep-15,
Shoaib Malik (PAK),31,65,49,2,1,63.26,1,,v Zimbabwe,Harare,01-Oct-15,
MS Dhoni (INDIA),31,54,30,1,0,103.33,2,,v South Africa,Kanpur,11-Oct-15,
Noor Ali Zadran (AFG),31,-,52,3,0,59.61,2,,v Zimbabwe,Sharjah,29-Dec-15,
Mohammad Shahzad (AFG),31,-,22,4,1,140.9,2,,v Zimbabwe,Sharjah,02-Jan-16,
Hashmatullah Shahidi (AFG),31,-,67,2,0,46.26,2,,v Zimbabwe,Sharjah,04-Jan-16,
Rashid Khan (AFG),31,-,41,3,0,75.6,2,,v Zimbabwe,Sharjah,06-Jan-16,
MJ Guptill (NZ),31,64,45,4,0,68.88,1,,v Australia,Wellington,06-Feb-16,
JP Duminy (SA),31,-,49,3,0,63.26,2,,v England,Johannesburg,12-Feb-16,
AB de Villiers (SA),31,82,49,0,0,63.26,1,,v West Indies,Providence,03-Jun-16,
J Charles (WI),31,74,52,4,0,59.61,2,,v South Africa,Providence,03-Jun-16,
PR Stirling (IRE),31,-,52,2,0,59.61,2,,v Afghanistan,Belfast,17-Jul-16,
TM Head (AUS),31,54,48,3,0,64.58,2,,v Sri Lanka,Colombo (RPS),24-Aug-16,
Babar Azam (PAK),31,38,29,6,0,106.89,2,,v England,Cardiff,04-Sep-16,
Mohammad Shahzad (AFG),31,36,21,4,1,147.61,2,,v Bangladesh,Dhaka,25-Sep-16,
MR Marsh (AUS),31,28,25,5,1,124,1,,v South Africa,Centurion,30-Sep-16,
GSNFG Jayasuriya (SL),31,66,59,2,0,52.54,2,,v West Indies,Harare,16-Nov-16,
KS Williamson (NZ),31,48,36,5,0,86.11,1,,v Bangladesh,Christchurch,26-Dec-16,
JC Buttler (ENG),31,40,36,1,2,86.11,1,,v India,Pune,15-Jan-17,
Babar Azam (PAK),31,47,39,4,0,79.48,2,,v Australia,Sydney,22-Jan-17,
WU Tharanga (SL),31,50,45,5,0,68.88,1,,v South Africa,Johannesburg,04-Feb-17,
Rahmat Shah (AFG),31,85,56,3,0,55.35,1,,v Zimbabwe,Harare,16-Feb-17,
DG Brownlie (NZ),31,56,39,3,0,79.48,1,,v South Africa,Hamilton,19-Feb-17,
Asghar Afghan (AFG),31,43,33,3,0,93.93,2,,v Zimbabwe,Harare,21-Feb-17,
SD Hope (WI),31,54,38,2,0,81.57,2,,v England,North Sound,03-Mar-17,
SS Pathirana (SL),31,-,32,3,0,96.87,2,,v Bangladesh,Dambulla,25-Mar-17,
Fakhar Zaman (PAK),31,30,23,6,0,134.78,2,,v South Africa,Birmingham,07-Jun-17,
R Powell (WI),31,-,32,0,2,96.87,1,,v India,Kingston,06-Jul-17,
N Dickwella (SL),31,-,24,3,2,129.16,1,,v India,Pallekele,24-Aug-17,
Imrul Kayes (BDESH),31,62,43,4,1,72.09,1,,v South Africa,Kimberley,15-Oct-17,
MJ Guptill (NZ),31,64,49,3,0,63.26,2,,v Pakistan,Hamilton,16-Jan-18,
Nasir Jamal (AFG),31,-,41,2,0,75.6,1,,v Zimbabwe,Sharjah,09-Feb-18,
Mohammad Nabi (AFG),31,-,28,3,2,110.71,2,,v Zimbabwe,Sharjah,11-Feb-18,
E Lewis (WI),31,67,49,3,0,63.26,1,,v U.A.E.,Harare,06-Mar-18,
Babar Hayat (HKG),31,60,41,3,1,75.6,1,,v Afghanistan,Bulawayo,08-Mar-18,
Mohammad Nabi (AFG),31,55,54,2,0,57.4,2,,v West Indies,Harare,15-Mar-18,
Rohan Mustafa (UAE),31,81,58,3,0,53.44,1,,v Zimbabwe,Harare,22-Mar-18,
GJ Maxwell (AUS),31,38,34,4,0,91.17,2,,v England,Cardiff,16-Jun-18,
BKG Mendis (SL),31,-,34,4,0,91.17,2,,v South Africa,Pallekele,05-Aug-18,
Fakhar Zaman (PAK),31,-,44,1,1,70.45,1,,v India,Dubai (DSC),23-Sep-18,
Asif Ali (PAK),31,-,47,3,0,65.95,2,,v Bangladesh,Abu Dhabi,26-Sep-18,
MD Gunathilaka (SL),31,-,52,1,0,59.61,2,,v New Zealand,Nelson,08-Jan-19,
DA Miller (SA),31,37,26,5,0,119.23,2,,v Pakistan,Durban,22-Jan-19,
Shoaib Malik (PAK),31,42,27,3,0,114.81,1,,v South Africa,Centurion,25-Jan-19,
C Munro (NZ),31,62,41,3,1,75.6,2,,v India,Mount Maunganui,26-Jan-19,
G Malla (NEPAL),31,-,35,4,0,88.57,2,,v U.A.E.,ICCA Dubai,28-Jan-19,
Shoaib Malik (PAK),31,81,44,1,0,70.45,1,,v South Africa,Cape Town,30-Jan-19,
BOP Fernando (SL),31,69,45,3,0,68.88,2,,v South Africa,Centurion,06-Mar-19,
D Pretorius (SA),31,32,26,2,1,119.23,1,,v Sri Lanka,Durban,10-Mar-19,
AK Perera (SL),31,40,37,3,0,83.78,1,,v South Africa,Cape Town,16-Mar-19,
Shoaib Malik (PAK),31,-,50,1,0,62,2,,v Australia,Abu Dhabi,27-Mar-19,
TK Curran (ENG),31,36,30,5,0,103.33,2,,v Pakistan,Nottingham,17-May-19,
Gulbadin Naib (AFG),31,67,33,4,1,93.93,1,,v Australia,Bristol,01-Jun-19,
DA Miller (SA),31,69,40,1,0,77.5,1,,v India,Southampton,05-Jun-19,
Noor Ali Zadran (AFG),31,52,38,5,0,81.57,1,,v New Zealand,Taunton,08-Jun-19,
DA Miller (SA),31,54,37,3,0,83.78,2,,v Pakistan,Lord's,23-Jun-19,
SW Ambris (WI),31,84,40,2,0,77.5,2,,v India,Manchester,27-Jun-19,
Najibullah Zadran (AFG),31,42,38,1,1,81.57,2,,v West Indies,Leeds,04-Jul-19,
Sikandar Raza (ZIM),31,-,22,2,1,140.9,2,,v Ireland,Belfast,04-Jul-19,
K Gore (USA),31,-,42,3,1,73.8,1,,v P.N.G.,Lauderhill,13-Sep-19,
Imam-ul-Haq (PAK),31,-,41,1,0,75.6,1,,v Sri Lanka,Karachi,30-Sep-19,
Babar Azam (PAK),31,-,26,2,0,119.23,2,,v Sri Lanka,Karachi,02-Oct-19,
XM Marshall (USA),31,-,44,4,0,70.45,1,,v U.A.E.,ICCA Dubai,12-Dec-19,
HH Streak (ZIM),30*,20,18,0,2,166.66,1,,v New Zealand,Taupo,02-Jan-01,
Mohammad Yousuf (PAK),30*,55,51,5,0,58.82,2,,v New Zealand,Auckland,17-Feb-01,
JN Rhodes (SA),30*,36,38,2,1,78.94,2,,v West Indies,St George's,06-May-01,
RR Sarwan (WI),30*,115,66,4,0,45.45,2,,v Zimbabwe,Kandy,16-Dec-01,
MV Boucher (SA),30*,24,19,2,2,157.89,1,,v New Zealand,Hobart,15-Jan-02,
Abdul Razzaq (PAK),30*,30,18,1,2,166.66,1,,v New Zealand,Karachi,21-Apr-02,
JN Rhodes (SA),30*,44,42,5,0,71.42,2,,v Bangladesh,Kimberley,09-Oct-02,
RL Powell (WI),30*,34,26,2,1,115.38,2,,v India,Vadodara,18-Nov-02,
T Taibu (ZIM),30*,78,70,3,0,42.85,2,,v Pakistan,Bulawayo,24-Nov-02,
CMW Read (ENG),30*,40,27,3,0,111.11,1,,v South Africa,Manchester,03-Jul-03,
Shoaib Malik (PAK),30*,42,28,2,0,107.14,1,,v India,Rawalpindi,16-Mar-04,
Khaled Mashud (BDESH),30*,109,75,0,0,40,1,,v West Indies,Kingstown,15-May-04,
R Dravid (INDIA),30*,22,16,3,1,187.5,1,,v Kenya,Southampton,11-Sep-04,
RR Sarwan (WI),30*,46,26,3,0,115.38,1,,v Bangladesh,Southampton,15-Sep-04,
E Chigumbura (ZIM),30*,39,22,0,3,136.36,1,,v Bangladesh,Chattogram,24-Jan-05,
WW Hinds (WI),30*,31,18,1,1,166.66,1,,v Pakistan,Adelaide,28-Jan-05,
AR Adams (NZ),30*,26,22,1,1,136.36,1,,v South Africa,Bloemfontein,23-Oct-05,
JM Kemp (SA),30*,39,19,2,2,157.89,2,,v New Zealand,Port Elizabeth,30-Oct-05,
SM Pollock (SA),30*,19,17,4,1,176.47,1,,v India,Mumbai,28-Nov-05,
MV Boucher (SA),30*,50,33,1,0,90.9,2,,v Sri Lanka,Perth,31-Jan-06,
JF Mooney (IRE),30*,26,26,1,1,115.38,2,,v England,Belfast,13-Jun-06,
Shakib Al Hasan (BDESH),30*,64,49,2,0,61.22,2,,v Zimbabwe,Harare,06-Aug-06,
MEK Hussey (AUS),30*,36,24,2,1,125,1,,v West Indies,Kuala Lumpur,24-Sep-06,
JAR Blain (SCOT),30*,39,21,4,1,142.85,2,,v Canada,Mombasa,23-Jan-07,
ML Hayden (AUS),30*,101,68,2,0,44.11,2,,v England,Adelaide,26-Jan-07,
E Chigumbura (ZIM),30*,33,29,5,0,103.44,1,,v West Indies,Kingston,19-Mar-07,
Mohammad Rafique (BDESH),30*,42,36,1,2,83.33,1,,v New Zealand,North Sound,02-Apr-07,
MEK Hussey (AUS),30*,57,41,3,1,73.17,2,,v Ireland,Bridgetown,13-Apr-07,
JEC Franklin (NZ),30*,57,38,2,0,78.94,2,,v Sri Lanka,Kingston,24-Apr-07,
Yuvraj Singh (Asia),30*,19,13,3,2,230.76,1,,v Africa XI,Chennai,09-Jun-07,
RV Uthappa (INDIA),30*,16,18,6,0,166.66,1,,v Australia,Chandigarh,08-Oct-07,
A Nel (SA),30*,16,13,3,2,230.76,1,,v New Zealand,Port Elizabeth,30-Nov-07,
GD Elliott (NZ),30*,40,27,1,1,111.11,1,,v West Indies,Christchurch,03-Jan-09,
Misbah-ul-Haq (PAK),30*,-,68,4,0,44.11,2,,v Australia,Dubai (DSC),22-Apr-09,
Naved-ul-Hasan (PAK),30*,35,23,1,2,130.43,1,,v Sri Lanka,Dambulla,03-Aug-09,
AM Samad (CAN),30*,47,46,4,0,65.21,2,,v Kenya,King City (NW),19-Aug-09,
NM Hauritz (AUS),30*,44,32,3,0,93.75,2,,v India,Nagpur,28-Oct-09,
MV Boucher (SA),30*,62,37,2,0,81.08,1,,v England,Centurion,22-Nov-09,
RA Jadeja (INDIA),30*,28,17,1,2,176.47,1,,v Sri Lanka,Rajkot,15-Dec-09,
AF Buurman (NL),30*,-,32,4,0,93.75,1,,v Kenya,Nairobi (Gym),18-Feb-10,
MJ Prior (ENG),30*,36,37,3,0,81.08,2,,v Bangladesh,Dhaka,28-Feb-10,
AS Hansra (CAN),30*,40,30,0,1,100,1,,v Afghanistan,The Hague,01-Jul-10,
PD Collingwood (ENG),30*,40,23,3,0,130.43,2,,v Netherlands,Nagpur,22-Feb-11,
RS Bopara (ENG),30*,27,20,2,1,150,2,,v Netherlands,Nagpur,22-Feb-11,
YK Pathan (INDIA),30*,23,24,2,3,125,2,,v Ireland,Bengaluru,06-Mar-11,
MEK Hussey (AUS),30*,35,21,3,1,142.85,1,,v South Africa,Centurion,19-Oct-11,
R Ashwin (INDIA),30*,45,38,3,0,78.94,2,,v Sri Lanka,Perth,08-Feb-12,
DT Christian (AUS),30*,30,18,5,0,166.66,1,,v India,Brisbane,19-Feb-12,
SK Raina (INDIA),30*,35,17,3,1,176.47,1,,v Sri Lanka,Dhaka,13-Mar-12,
SR Patel (ENG),30*,39,29,3,1,103.44,2,,v India,Kochi,15-Jan-13,
Samiullah Shinwari (AFG),30*,-,49,1,0,61.22,2,,v Scotland,Sharjah,08-Mar-13,
Shahid Afridi (PAK),30*,22,15,1,2,200,1,,v Sri Lanka,Dubai (DSC),20-Dec-13,
AN Cook (ENG),30*,50,40,2,0,75,2,,v Sri Lanka,Manchester,28-May-14,
P Utseya (ZIM),30*,43,28,2,1,107.14,2,,v Australia,Harare,31-Aug-14,
KTGD Prasad (SL),30*,-,28,4,0,107.14,1,,v India,Ahmedabad,06-Nov-14,
BMAJ Mendis (SL),30*,22,14,2,2,214.28,1,,v England,Colombo (RPS),26-Nov-14,
Sarfaraz Ahmed (PAK),30*,25,14,4,1,214.28,1,,v New Zealand,Sharjah,14-Dec-14,
VD Philander (SA),30*,72,49,1,0,61.22,1,,v New Zealand,Potchefstroom,23-Aug-15,
AB de Villiers (SA),30*,32,27,3,1,111.11,2,,v Sri Lanka,Port Elizabeth,28-Jan-17,
Mashrafe Mortaza (BDESH),30*,33,25,5,0,120,1,,v India,Birmingham,15-Jun-17,
RP Burl (ZIM),30*,-,43,1,0,69.76,2,,v Scotland,Edinburgh,17-Jun-17,
HM Nicholls (NZ),30*,62,42,4,1,71.42,2,,v India,Hamilton,31-Jan-19,
PSP Handscomb (AUS),30*,-,27,2,0,111.11,2,,v Pakistan,Sharjah,22-Mar-19,
Mahmudullah (BDESH),30*,-,34,1,1,88.23,2,,v West Indies,Dublin (Malahide),13-May-19,
MD Patel (USA),30*,-,48,4,0,62.5,2,,v Namibia,Lauderhill,17-Sep-19,
RG Twose (NZ),30,30,35,1,2,85.71,1,,v Zimbabwe,Auckland,07-Jan-01,
ADR Campbell (ZIM),30,82,54,3,0,55.55,1,,v Australia,Melbourne,21-Jan-01,
GW Flower (ZIM),30,48,40,2,0,75,2,,v Australia,Sydney,28-Jan-01,
AC Gilchrist (AUS),30,52,33,4,0,90.9,1,,v Zimbabwe,Perth,04-Feb-01,
HDPK Dharmasena (SL),30,45,33,2,1,90.9,2,,v New Zealand,Christchurch,11-Feb-01,
Saleem Elahi (PAK),30,69,65,4,0,46.15,1,,v New Zealand,Wellington,22-Feb-01,
Shahid Afridi (PAK),30,61,44,2,1,68.18,1,,v England,Lord's,12-Jun-01,
R Dravid (INDIA),30,43,32,6,0,93.75,2,,v West Indies,Harare,07-Jul-01,
L Vincent (NZ),30,60,57,1,0,52.63,1,,v Sri Lanka,Colombo (RPS),25-Jul-01,
RS Sodhi (INDIA),30,37,37,1,0,81.08,1,,v Sri Lanka,Colombo (SSC),01-Aug-01,
ASA Perera (SL),30,57,47,1,1,63.82,2,,v India,Colombo (SSC),01-Aug-01,
MN Samuels (WI),30,-,25,5,0,120,2,,v Kenya,Nairobi (Gym),19-Aug-01,
CB Wishart (ZIM),30,62,45,2,0,66.66,2,,v England,Bulawayo,10-Oct-01,
GW Flower (ZIM),30,70,44,5,0,68.18,2,,v West Indies,Colombo (SSC),09-Dec-01,
DL Vettori (NZ),30,66,50,3,0,60,1,,v Australia,Melbourne,11-Jan-02,
A Ratra (INDIA),30,36,40,3,0,75,2,,v England,Cuttack,22-Jan-02,
SR Waugh (AUS),30,82,58,3,0,51.72,2,,v New Zealand,Adelaide,26-Jan-02,
JH Kallis (SA),30,69,57,1,0,52.63,1,,v New Zealand,Adelaide,27-Jan-02,
Abdul Razzaq (PAK),30,38,26,0,2,115.38,1,,v West Indies,Sharjah,15-Feb-02,
D Mongia (INDIA),30,50,32,5,0,93.75,2,,v Zimbabwe,Hyderabad (Deccan),16-Mar-02,
UDU Chandana (SL),30,-,30,1,1,100,1,,v Pakistan,Sharjah,08-Apr-02,
WW Hinds (WI),30,74,45,2,1,66.66,2,,v India,Port of Spain,01-Jun-02,
CH Gayle (WI),30,49,37,4,0,81.08,2,,v New Zealand,Gros Islet,08-Jun-02,
S Chanderpaul (WI),30,55,43,4,0,69.76,2,,v New Zealand,Gros Islet,09-Jun-02,
MG Bevan (AUS),30,96,52,1,0,57.69,1,,v Pakistan,Melbourne (Docklands),15-Jun-02,
CJ Nevin (NZ),30,66,38,5,0,78.94,1,,v West Indies,Kingstown,16-Jun-02,
UDU Chandana (SL),30,22,13,4,1,230.76,1,,v England,Leeds,02-Jul-02,
MP Vaughan (ENG),30,18,17,2,1,176.47,1,,v India,The Oval,09-Jul-02,
LPC Silva (SL),30,55,37,2,0,81.08,2,,v India,Bristol,11-Jul-02,
JDP Oram (NZ),30,29,27,1,1,111.11,1,,v Bangladesh,Colombo (SSC),23-Sep-02,
Yuvraj Singh (INDIA),30,43,30,1,1,100,2,,v West Indies,Ahmedabad,15-Nov-02,
RL Powell (WI),30,-,28,3,0,107.14,1,,v India,Vijayawada,24-Nov-02,
Shahid Afridi (PAK),30,25,18,1,3,166.66,1,,v Zimbabwe,Bulawayo,24-Nov-02,
WW Hinds (WI),30,48,34,5,0,88.23,1,,v Bangladesh,Chattogram,29-Nov-02,
DPMD Jayawardene (SL),30,50,39,6,0,76.92,2,,v England,Perth,20-Dec-02,
SS Das (INDIA),30,70,60,2,1,50,1,,v New Zealand,Auckland,26-Dec-02,
JP Maher (AUS),30,59,43,2,2,69.76,2,,v Sri Lanka,Brisbane,15-Jan-03,
MG Bevan (AUS),30,121,90,1,0,33.33,2,,v England,Adelaide,19-Jan-03,
Saleem Elahi (PAK),30,74,40,3,0,75,2,,v Australia,Johannesburg,11-Feb-03,
AJ Stewart (ENG),30,51,34,4,0,88.23,1,,v Pakistan,Cape Town,22-Feb-03,
GJ Whittall (ZIM),30,41,37,2,1,81.08,1,,v Netherlands,Bulawayo,28-Feb-03,
RP Lefebvre (NL),30,25,23,4,1,130.43,2,,v Zimbabwe,Bulawayo,28-Feb-03,
NV Knight (ENG),30,45,33,4,0,90.9,1,,v Australia,Port Elizabeth,02-Mar-03,
CB Wishart (ZIM),30,64,50,4,0,60,1,,v New Zealand,Bloemfontein,08-Mar-03,
KC Sangakkara (SL),30,55,33,4,0,90.9,2,,v India,Johannesburg,10-Mar-03,
SP Fleming (NZ),30,85,59,4,0,50.84,1,,v India,Centurion,14-Mar-03,
SM Ervine (ZIM),30,27,30,1,2,100,2,,v Pakistan,Sharjah,03-Apr-03,
SC Ganguly (INDIA),30,45,45,1,2,66.66,1,,v Bangladesh,Dhaka,11-Apr-03,
Mehrab Hossain (BDESH),30,52,35,6,0,85.71,1,,v India,Dhaka,16-Apr-03,
M Kaif (INDIA),30,65,49,4,0,61.22,1,,v South Africa,Dhaka,18-Apr-03,
Azhar Mahmood (PAK),30,44,39,2,0,76.92,1,,v England,The Oval,20-Jun-03,
MP Vaughan (ENG),30,61,29,4,0,103.44,2,,v South Africa,Lord's,12-Jul-03,
Yasir Hameed (PAK),30,82,51,3,0,58.82,1,,v South Africa,Rawalpindi,10-Oct-03,
Hannan Sarkar (BDESH),30,80,55,5,0,54.54,1,,v England,Chattogram,07-Nov-03,
HK Badani (INDIA),30,45,36,5,0,83.33,2,,v Australia,Kolkata,18-Nov-03,
HH Streak (ZIM),30,68,62,2,0,48.38,1,,v West Indies,Harare,30-Nov-03,
HH Dippenaar (SA),30,52,45,4,0,66.66,1,,v West Indies,Centurion,01-Feb-04,
IK Pathan (INDIA),30,53,41,6,0,73.17,2,,v Australia,Sydney,08-Feb-04,
SP Fleming (NZ),30,46,35,3,1,85.71,1,,v South Africa,Auckland,13-Feb-04,
TM Dilshan (SL),30,41,40,2,0,75,1,,v Australia,Colombo (RPS),25-Feb-04,
HH Streak (ZIM),30,62,40,1,0,75,2,,v Bangladesh,Harare,10-Mar-04,
CH Gayle (WI),30,64,49,5,0,61.22,1,,v New Zealand,Birmingham,26-Jun-04,
BC Lara (WI),30,49,41,1,0,73.17,2,,v New Zealand,Lord's,10-Jul-04,
M Cheruparambil (HKG),30,59,44,3,1,68.18,2,,v Pakistan,Colombo (SSC),18-Jul-04,
SM Pollock (SA),30,47,45,1,0,66.66,1,,v Sri Lanka,Colombo (RPS),20-Aug-04,
Salman Butt (PAK),30,-,30,6,0,100,2,,v Zimbabwe,Peshawar,03-Oct-04,
Mohammad Yousuf (PAK),30,44,27,3,0,111.11,2,,v Sri Lanka,Lahore,14-Oct-04,
IR Bell (ENG),30,56,45,5,0,66.66,1,,v Zimbabwe,Bulawayo,05-Dec-04,
Aftab Ahmed (BDESH),30,51,49,2,1,61.22,2,,v India,Chattogram,23-Dec-04,
SP Fleming (ICC),30,31,28,1,0,107.14,1,,v Asia XI,Melbourne,10-Jan-05,
Mohammad Yousuf (PAK),30,51,47,2,0,63.82,1,,v Australia,Hobart,16-Jan-05,
BJ Haddin (AUS),30,38,30,3,0,100,2,,v Pakistan,Hobart,16-Jan-05,
Inzamam-ul-Haq (PAK),30,38,31,4,0,96.77,2,,v West Indies,Adelaide,28-Jan-05,
Shahid Afridi (PAK),30,-,13,3,2,230.76,2,,v Australia,Perth,30-Jan-05,
WW Hinds (WI),30,-,34,2,0,88.23,2,,v Pakistan,Perth,01-Feb-05,
AG Prince (SA),30,41,32,1,1,93.75,1,,v Zimbabwe,Durban,27-Feb-05,
AB de Villiers (SA),30,26,25,3,1,120,2,,v West Indies,Port of Spain,15-May-05,
Mohammad Yousuf (PAK),30,71,46,1,0,65.21,1,,v West Indies,Kingstown,18-May-05,
Mohammad Rafique (BDESH),30,62,57,2,1,52.63,1,,v England,The Oval,16-Jun-05,
Habibul Bashar (BDESH),30,28,24,5,0,125,1,,v Australia,Canterbury,30-Jun-05,
SM Katich (AUS),30,87,62,4,0,48.38,2,,v England,Lord's,10-Jul-05,
SV Carlisle (ZIM),30,-,81,1,0,37.03,2,,v New Zealand,Harare,31-Aug-05,
UDU Chandana (SL),30,54,32,5,0,93.75,1,,v India,Rajkot,09-Nov-05,
AG Prince (SA),30,93,69,5,0,43.47,1,,v India,Bengaluru,19-Nov-05,
V Sehwag (INDIA),30,31,21,6,0,142.85,1,,v South Africa,Kolkata,25-Nov-05,
SR Tendulkar (INDIA),30,77,44,5,0,68.18,2,,v South Africa,Mumbai,28-Nov-05,
DPMD Jayawardene (SL),30,35,41,2,0,73.17,1,,v New Zealand,Napier,08-Jan-06,
TM Dilshan (SL),30,37,24,2,1,125,1,,v South Africa,Hobart,07-Feb-06,
Habibul Bashar (BDESH),30,62,54,3,0,55.55,2,,v Sri Lanka,Chattogram,25-Feb-06,
S Chanderpaul (WI),30,54,39,2,0,76.92,2,,v New Zealand,Napier,01-Mar-06,
DO Obuya (KENYA),30,104,68,4,0,44.11,1,,v Bangladesh,Khulna,20-Mar-06,
HS Modi (KENYA),30,67,48,5,0,62.5,1,,v Bangladesh,Khulna,20-Mar-06,
AO Suji (KENYA),30,22,22,1,1,136.36,1,,v Bangladesh,Fatullah,25-Mar-06,
Imran Farhat (PAK),30,70,41,5,0,73.17,2,,v India,Abu Dhabi,18-Apr-06,
Aftab Ahmed (BDESH),30,73,45,4,1,66.66,1,,v Australia,Chattogram,23-Apr-06,
DR Smith (WI),30,-,18,0,3,166.66,1,,v Zimbabwe,St John's,30-Apr-06,
IR Bell (ENG),30,66,48,1,0,62.5,2,,v Sri Lanka,Manchester,28-Jun-06,
JWM Dalrymple (ENG),30,27,27,4,0,111.11,1,,v Sri Lanka,Leeds,01-Jul-06,
Farhad Reza (BDESH),30,42,50,1,1,60,1,,v Zimbabwe,Harare,04-Aug-06,
CMW Read (ENG),30,29,30,2,1,100,1,,v Pakistan,Lord's,02-Sep-06,
E Chigumbura (ZIM),30,63,62,1,1,48.38,1,,v South Africa,East London,18-Sep-06,
DR Smith (WI),30,40,30,2,2,100,2,,v Australia,Kuala Lumpur,24-Sep-06,
Mashrafe Mortaza (BDESH),30,31,24,3,1,125,2,,v Sri Lanka,Mohali,07-Oct-06,
H Masakadza (ZIM),30,86,56,5,0,53.57,2,,v Sri Lanka,Ahmedabad,10-Oct-06,
BRM Taylor (ZIM),30,59,40,4,0,75,2,,v Sri Lanka,Ahmedabad,10-Oct-06,
Habibul Bashar (BDESH),30,50,40,4,0,75,1,,v Zimbabwe,Jaipur,13-Oct-06,
M Kaif (INDIA),30,57,43,2,0,69.76,1,,v Australia,Mohali,29-Oct-06,
AA Mulla (CAN),30,52,43,3,1,69.76,2,,v Bermuda,Potchefstroom,27-Nov-06,
Faisal Iqbal (PAK),30,51,48,3,0,62.5,1,,v West Indies,Multan,13-Dec-06,
CJO Smith (SCOT),30,73,59,3,0,50.84,1,,v Bangladesh,Chattogram,15-Dec-06,
BB McCullum (NZ),30,88,56,0,0,53.57,1,,v England,Adelaide,23-Jan-07,
JWM Dalrymple (ENG),30,27,18,3,1,166.66,1,,v Australia,Sydney,02-Feb-07,
DO Obuya (KENYA),30,-,32,2,1,93.75,2,,v Scotland,Nairobi (Gym),04-Feb-07,
CM Wright (SCOT),30,-,45,1,0,66.66,1,,v Kenya,Nairobi (Gym),07-Feb-07,
Tamim Iqbal (BDESH),30,40,32,3,2,93.75,2,,v Zimbabwe,Harare,10-Feb-07,
